"","city","state","contestant","season","rank","missc","episode","outcome","eliminated","participant","minichalw","finale","penultimate","age","dob","lat","lng","finalist","winner","first_eliminated"
"1825","Phoenix","Arizona","Joey Jay","S13",12,"0",9,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1826","Phoenix","Arizona","Joey Jay","S13",12,"0",6,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1827","Phoenix","Arizona","Joey Jay","S13",12,"0",8,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1828","Phoenix","Arizona","Joey Jay","S13",12,"0",1,"BTM","0","1","0",0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1829","Phoenix","Arizona","Joey Jay","S13",12,"0",16,NA,NA,"0",NA,1,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1830","Phoenix","Arizona","Joey Jay","S13",12,"0",15,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1831","Phoenix","Arizona","Joey Jay","S13",12,"0",12,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1832","Phoenix","Arizona","Joey Jay","S13",12,"0",3,"SAFE","0","1","0",0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1833","Phoenix","Arizona","Joey Jay","S13",12,"0",13,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1834","Phoenix","Arizona","Joey Jay","S13",12,"0",7,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1835","Phoenix","Arizona","Joey Jay","S13",12,"0",11,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1836","Phoenix","Arizona","Joey Jay","S13",12,"0",14,NA,NA,"0",NA,0,0,30,1990-08-14,33.5722,-112.0892,NA,NA,NA
"1837","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",2,"SAFE","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1838","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",6,"SAFE","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1839","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",8,"WIN","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1840","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",5,"HIGH","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1841","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",11,"WIN","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1842","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",14,"WIN","0","1","0",1,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1843","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",3,"LOW","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1844","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",7,"HIGH","0","1","1",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1845","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",4,"SAFE","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1846","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",9,"WIN","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1847","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",10,"LOW","0","1","1",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1848","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",8,"BTM","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1849","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",7,"HIGH","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1850","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",1,"WIN","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1851","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",6,"SAFE","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1852","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",3,"WIN","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1853","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",11,"WIN","0","1","1",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1854","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",5,"HIGH","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1855","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",10,"LOW","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1856","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",14,"HIGH","0","1","0",1,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1857","Pittsburgh","Pennsylvania","Sharon Needles","S04",1,"0",2,"SAFE","0","1","0",0,0,29,1981-11-28,40.4397,-79.9763,1,1,NA
"1858","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",1,"HIGH","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1859","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",9,"HIGH","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1860","Pittsburgh","Pennsylvania","Alaska","S05",2,"0",4,"SAFE","0","1","0",0,0,27,1985-03-06,40.4397,-79.9763,1,NA,NA
"1861","Queens","New York","Jiggly Caliente","S04",8,"0",1,"BTM","0","1","1",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1862","Queens","New York","Jiggly Caliente","S04",8,"0",5,"SAFE","0","1","0",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1863","Queens","New York","Jiggly Caliente","S04",8,"0",4,"SAFE","0","1","0",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1864","Queens","New York","Jiggly Caliente","S04",8,"0",3,"SAFE","0","1","1",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1865","Queens","New York","Jiggly Caliente","S04",8,"0",14,NA,NA,"0",NA,1,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1866","Queens","New York","Jiggly Caliente","S04",8,"0",8,NA,NA,"0",NA,0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1867","Queens","New York","Jiggly Caliente","S04",8,"0",2,"SAFE","0","1","0",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1868","Queens","New York","Jiggly Caliente","S04",8,"0",6,"BTM","0","1","0",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1869","Queens","New York","Jiggly Caliente","S04",8,"0",10,NA,NA,"0",NA,0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1870","Queens","New York","Jiggly Caliente","S04",8,"0",7,"BTM","1","1","0",0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1871","Queens","New York","Jiggly Caliente","S04",8,"0",11,NA,NA,"0",NA,0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1872","Queens","New York","Jiggly Caliente","S04",8,"0",9,NA,NA,"0",NA,0,0,30,1981-11-29,40.7498,-73.7976,NA,NA,NA
"1873","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",8,NA,NA,"0",NA,1,0,39,1969-01-16,35.8324,-78.6429,NA,NA,NA
"1874","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",6,NA,NA,"0",NA,0,0,39,1969-01-16,35.8324,-78.6429,NA,NA,NA
"1875","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",4,NA,NA,"0",NA,0,0,39,1969-01-16,35.8324,-78.6429,NA,NA,NA
"1876","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",5,NA,NA,"0",NA,0,0,39,1969-01-16,35.8324,-78.6429,NA,NA,NA
"1877","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",1,"BTM","1","1","0",0,0,39,1969-01-16,35.8324,-78.6429,NA,NA,1
"1878","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",2,NA,NA,"0",NA,0,0,39,1969-01-16,35.8324,-78.6429,NA,NA,NA
"1879","Raleigh","North Carolina","Victoria (Porkchop) Parker","S01",9,"0",3,NA,NA,"0",NA,0,0,39,1969-01-16,35.8324,-78.6429,NA,NA,NA
"1880","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",13,NA,NA,"0",NA,0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1881","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",3,"HIGH","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1882","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",4,"SAFE","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1883","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",11,"BTM","1","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1884","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",10,"BTM","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1885","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",1,"LOW","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1886","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",2,NA,NA,"0",NA,0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1887","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",14,NA,NA,"0",NA,1,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1888","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",7,"BTM","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1889","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",9,"HIGH","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1890","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",6,"SAFE","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1891","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",5,"BTM","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1892","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",12,NA,NA,"0",NA,0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1893","Ramseur","North Carolina","Heidi N Closet","S12",5,"1",8,"WIN","0","1","0",0,0,24,1984-09-29,35.7371,-79.6543,NA,NA,NA
"1894","Redlands","California","Naomi Smalls","S08",2,"0",7,"SAFE","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1895","Redlands","California","Naomi Smalls","S08",2,"0",4,"HIGH","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1896","Redlands","California","Naomi Smalls","S08",2,"0",6,"WIN","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1897","Redlands","California","Naomi Smalls","S08",2,"0",9,"WIN","0","1","0",0,1,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1898","Redlands","California","Naomi Smalls","S08",2,"0",10,"HIGH","0","1","0",1,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1899","Redlands","California","Naomi Smalls","S08",2,"0",3,"SAFE","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1900","Redlands","California","Naomi Smalls","S08",2,"0",2,"SAFE","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1901","Redlands","California","Naomi Smalls","S08",2,"0",1,"HIGH","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1902","Redlands","California","Naomi Smalls","S08",2,"0",5,"BTM","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1903","Redlands","California","Naomi Smalls","S08",2,"0",8,"HIGH","0","1","0",0,0,21,1993-09-08,34.0512,-117.1712,1,NA,NA
"1904","Riverside","California","Raven","S02",2,"0",6,"HIGH","0","1","0",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1905","Riverside","California","Mayhem Miller","S10",10,"0",14,NA,NA,"0",NA,1,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1906","Riverside","California","Raven","S02",2,"0",2,"BTM","0","1","0",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1907","Riverside","California","Raven","S02",2,"0",7,"WIN","0","1","0",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1908","Riverside","California","Raven","S02",2,"0",9,"HIGH","0","1","0",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1909","Riverside","California","Mayhem Miller","S10",10,"0",3,"BTM","0","1","0",0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1910","Riverside","California","Raven","S02",2,"0",1,"SAFE","0","1","1",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1911","Riverside","California","Mayhem Miller","S10",10,"0",7,NA,NA,"0",NA,0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1912","Riverside","California","Raven","S02",2,"0",5,"HIGH","0","1","1",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1913","Riverside","California","Mayhem Miller","S10",10,"0",10,NA,NA,"0",NA,0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1914","Riverside","California","Raven","S02",2,"0",3,"BTM","0","1","0",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1915","Riverside","California","Raven","S02",2,"0",4,"SAFE","0","1","1",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1916","Riverside","California","Raven","S02",2,"0",11,"HIGH","0","1","0",1,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1917","Riverside","California","Raven","S02",2,"0",8,"WIN","0","1","0",0,0,30,1979-04-08,33.9381,-117.3949,1,NA,NA
"1918","Riverside","California","Mayhem Miller","S10",10,"0",9,NA,NA,"0",NA,0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1919","Riverside","California","Mayhem Miller","S10",10,"0",8,NA,NA,"0",NA,0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1920","Riverside","California","Mayhem Miller","S10",10,"0",2,"SAFE","0","1","0",0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1921","Riverside","California","Mayhem Miller","S10",10,"0",6,NA,NA,"0",NA,0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1922","Riverside","California","Mayhem Miller","S10",10,"0",11,NA,NA,"0",NA,0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1923","Riverside","California","Mayhem Miller","S10",10,"0",1,"WIN","0","1","0",0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1924","Riverside","California","Mayhem Miller","S10",10,"0",4,"SAFE","0","1","0",0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1925","Riverside","California","Mayhem Miller","S10",10,"0",5,"BTM","1","1","0",0,0,35,1982-02-09,33.9381,-117.3949,NA,NA,NA
"1926","Rochester","New York","Pandora Boxx","S02",5,"1",4,"HIGH","0","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1927","Rochester","New York","Pandora Boxx","S02",5,"1",1,"HIGH","0","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1928","Rochester","New York","Pandora Boxx","S02",5,"1",2,"SAFE","0","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1929","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",5,"BTM","0","1","1",0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1930","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",8,NA,"0","1","0",0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1931","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",11,NA,NA,"0",NA,0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1932","Rochester","New York","Pandora Boxx","S02",5,"1",3,"HIGH","0","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1933","Rochester","New York","Darienne Lake","S06",4,"0",9,"SAFE","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1934","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",4,"SAFE","0","1","0",0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1935","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",1,"SAFE","0","1","0",0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1936","Rochester","New York","Darienne Lake","S06",4,"0",7,"BTM","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1937","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",2,"HIGH","0","1","0",0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1938","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",6,NA,NA,"0",NA,0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1939","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",7,NA,NA,"0",NA,0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1940","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",14,NA,NA,"0",NA,1,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1941","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",9,NA,NA,"0",NA,0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1942","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",12,NA,NA,"0",NA,0,1,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1943","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",10,NA,NA,"0",NA,0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1944","Rochester","New York","Mrs. Kasha Davis","S07",11,"0",3,"SAFE","0","1","0",0,0,43,1971-03-12,43.168,-77.6162,NA,NA,NA
"1945","Rochester","New York","Darienne Lake","S06",4,"0",1,NA,NA,"0",NA,0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1946","Rochester","New York","Darienne Lake","S06",4,"0",12,"BTM","1","1","0",0,1,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1947","Rochester","New York","Pandora Boxx","S02",5,"1",11,NA,NA,"0",NA,1,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1948","Rochester","New York","Darienne Lake","S06",4,"0",6,"LOW","0","1","1",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1949","Rochester","New York","Darienne Lake","S06",4,"0",5,"SAFE","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1950","Rochester","New York","Pandora Boxx","S02",5,"1",6,"HIGH","0","1","1",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1951","Rochester","New York","Pandora Boxx","S02",5,"1",5,"SAFE","0","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1952","Rochester","New York","Pandora Boxx","S02",5,"1",7,"LOW","0","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1953","Rochester","New York","Pandora Boxx","S02",5,"1",9,NA,NA,"0",NA,0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1954","Rochester","New York","Darienne Lake","S06",4,"0",8,"HIGH","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1955","Rochester","New York","Darienne Lake","S06",4,"0",2,"BTM","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1956","Rochester","New York","Darienne Lake","S06",4,"0",3,"WIN","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1957","Rochester","New York","Darienne Lake","S06",4,"0",11,"BTM","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1958","Rochester","New York","Darienne Lake","S06",4,"0",10,"LOW","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1959","Rochester","New York","Pandora Boxx","S02",5,"1",8,"BTM","1","1","0",0,0,37,1972-05-02,43.168,-77.6162,NA,NA,NA
"1960","Rochester","New York","Darienne Lake","S06",4,"0",14,NA,NA,"0",NA,1,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1961","Rochester","New York","Darienne Lake","S06",4,"0",4,"LOW","0","1","0",0,0,41,1971-11-27,43.168,-77.6162,NA,NA,NA
"1962","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",4,"WIN","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1963","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",3,"WIN","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1964","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",13,"BTM","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1965","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",5,"SAFE","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1966","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",2,"SAFE","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1967","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",12,"HIGH","0","1","1",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1968","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",8,"LOW","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1969","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",15,"BTM","1","1","0",1,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1970","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",6,"HIGH","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1971","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",7,"BTM","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1972","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",9,"WIN","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1973","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",10,"LOW","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1974","Saint Petersburg","Florida","Alexis Mateo","S03",3,"0",11,"BTM","0","1","0",0,0,30,1979-07-24,27.7676,-82.6403,1,NA,NA
"1975","San Diego","California","Chad Michaels","S04",2,"0",7,"LOW","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1976","San Diego","California","Chad Michaels","S04",2,"0",10,"HIGH","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1977","San Diego","California","Chad Michaels","S04",2,"0",8,"SAFE","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1978","San Diego","California","Chad Michaels","S04",2,"0",3,"HIGH","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1979","San Diego","California","Chad Michaels","S04",2,"0",9,"HIGH","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1980","San Diego","California","Chad Michaels","S04",2,"0",2,"WIN","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1981","San Diego","California","Chad Michaels","S04",2,"0",1,"SAFE","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1982","San Diego","California","Chad Michaels","S04",2,"0",11,"BTM","0","1","1",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1983","San Diego","California","Chad Michaels","S04",2,"0",14,"HIGH","0","1","0",1,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1984","San Diego","California","Chad Michaels","S04",2,"0",6,"SAFE","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1985","San Diego","California","Chad Michaels","S04",2,"0",4,"SAFE","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1986","San Diego","California","Chad Michaels","S04",2,"0",5,"WIN","0","1","0",0,0,40,1971-03-20,32.8313,-117.1222,1,NA,NA
"1987","San Francisco","California","Lady Camden","S14",2,"0",13,"SAFE","0","1","0",0,0,31,1990-08-09,37.7558,-122.4449,1,NA,NA
"1988","San Francisco","California","Rock M. Sakura","S12",11,"0",5,NA,NA,"0",NA,0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"1989","San Francisco","California","Honey Mahogany","S05",10,"0",9,NA,NA,"0",NA,0,0,29,1983-12-28,37.7558,-122.4449,NA,NA,NA
"1990","San Francisco","California","Honey Mahogany","S05",10,"0",7,NA,NA,"0",NA,0,0,29,1983-12-28,37.7558,-122.4449,NA,NA,NA
"1991","San Francisco","California","Rock M. Sakura","S12",11,"0",2,"LOW","0","1","0",0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"1992","San Francisco","California","Rock M. Sakura","S12",11,"0",12,NA,NA,"0",NA,0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"1993","San Francisco","California","Honey Mahogany","S05",10,"0",11,NA,NA,"0",NA,0,0,29,1983-12-28,37.7558,-122.4449,NA,NA,NA
"1994","San Francisco","California","Lady Camden","S14",2,"0",4,"SAFE","0","1","0",0,0,31,1990-08-09,37.7558,-122.4449,1,NA,NA
"1995","San Francisco","California","Lady Camden","S14",2,"0",9,"SAFE","0","1","0",0,0,31,1990-08-09,37.7558,-122.4449,1,NA,NA
"1996","San Francisco","California","Rock M. Sakura","S12",11,"0",10,NA,NA,"0",NA,0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"1997","San Francisco","California","Honey Mahogany","S05",10,"0",14,NA,NA,"0",NA,1,0,29,1983-12-28,37.7558,-122.4449,NA,NA,NA
"1998","San Francisco","California","Rock M. Sakura","S12",11,"0",7,NA,NA,"0",NA,0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"1999","San Francisco","California","Lady Camden","S14",2,"0",3,"SAFE","0","1","0",0,0,31,1990-08-09,37.7558,-122.4449,1,NA,NA
"2000","San Francisco","California","Rock M. Sakura","S12",11,"0",13,NA,NA,"0",NA,0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"2001","San Francisco","California","Honey Mahogany","S05",10,"0",10,NA,NA,"0",NA,0,0,29,1983-12-28,37.7558,-122.4449,NA,NA,NA
"2002","San Francisco","California","Lady Camden","S14",2,"0",7,"WIN","0","1","0",0,0,31,1990-08-09,37.7558,-122.4449,1,NA,NA
"2003","San Francisco","California","Honey Mahogany","S05",10,"0",8,NA,NA,"0",NA,0,0,29,1983-12-28,37.7558,-122.4449,NA,NA,NA
"2004","San Francisco","California","Rock M. Sakura","S12",11,"0",4,"BTM","1","1","0",0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"2005","San Francisco","California","Rock M. Sakura","S12",11,"0",14,NA,NA,"0",NA,1,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
"2006","San Francisco","California","Rock M. Sakura","S12",11,"0",6,NA,NA,"0",NA,0,0,28,1990-10-15,37.7558,-122.4449,NA,NA,NA
